admission_number,first_name,last_name,email
50170,Robert,Onyango,robert.onyango50170@uni.ac.ke
50171,Victor,Njoki,victor.njoki50171@uni.ac.ke
50172,Betty,Lagat,betty.lagat50172@uni.ac.ke
50173,Naomi,Akumu,naomi.akumu50173@students.ac.ke
50174,Mary,Mwangi,mary.mwangi50174@school.ac.ke
50175,Peter,Adhiambo,peter.adhiambo50175@school.ac.ke
50176,Dennis,Musa,dennis.musa50176@students.ac.ke
50177,Catherine,Mutua,catherine.mutua50177@school.ac.ke
50178,Gladys,Kasyoka,gladys.kasyoka50178@college.ac.ke
50179,Hope,Gathoni,hope.gathoni50179@uni.ac.ke
50180,Philip,Gathoni,philip.gathoni50180@academy.ac.ke
50181,Paul,Adhiambo,paul.adhiambo50181@college.ac.ke
50182,Janet,Odhiambo,janet.odhiambo50182@students.ac.ke
50183,Gloria,Mumo,gloria.mumo50183@college.ac.ke
50184,Peter,Bett,peter.bett50184@college.ac.ke
50185,Edith,Ruto,edith.ruto50185@students.ac.ke
50186,Harriet,Koech,harriet.koech50186@students.ac.ke
50187,Joseph,Ndegwa,joseph.ndegwa50187@college.ac.ke
50188,Ruth,Omondi,ruth.omondi50188@school.ac.ke
50189,Lydia,Omar,lydia.omar50189@academy.ac.ke
50190,Moses,Wanjiku,moses.wanjiku50190@students.ac.ke
50191,Naomi,Odhiambo,naomi.odhiambo50191@students.ac.ke
50192,Carol,Kinyua,carol.kinyua50192@school.ac.ke
50193,Hope,Muturi,hope.muturi50193@academy.ac.ke
50194,Gladys,Lagat,gladys.lagat50194@academy.ac.ke
50195,Joy,Mwangi,joy.mwangi50195@college.ac.ke
50196,Samuel,Mbatha,samuel.mbatha50196@school.ac.ke
50197,Ruth,Ndegwa,ruth.ndegwa50197@school.ac.ke
50198,Faith,Omondi,faith.omondi50198@students.ac.ke
50199,Henry,Yusuf,henry.yusuf50199@school.ac.ke
50200,Oscar,Kariuki,oscar.kariuki50200@college.ac.ke
50201,Diana,Rotich,diana.rotich50201@college.ac.ke
50202,Simon,Ngetich,simon.ngetich50202@students.ac.ke
50203,Betty,Awuor,betty.awuor50203@academy.ac.ke
50204,Irene,Farah,irene.farah50204@school.ac.ke
50205,Eric,Omar,eric.omar50205@uni.ac.ke
50206,Irene,Kamau,irene.kamau50206@uni.ac.ke
50207,Douglas,Kimani,douglas.kimani50207@academy.ac.ke
50208,Florence,Omar,florence.omar50208@college.ac.ke
50209,Joseph,Kiprotich,joseph.kiprotich50209@school.ac.ke
50210,Eric,Ndegwa,eric.ndegwa50210@students.ac.ke
50211,Agnes,Nduku,agnes.nduku50211@academy.ac.ke
50212,Dorothy,Njoroge,dorothy.njoroge50212@college.ac.ke
50213,Charles,Mwenda,charles.mwenda50213@students.ac.ke
50214,Isaac,Njuguna,isaac.njuguna50214@school.ac.ke
50215,Oscar,Lagat,oscar.lagat50215@academy.ac.ke
50216,Adrian,Musyoka,adrian.musyoka50216@college.ac.ke
50217,Noah,Wairimu,noah.wairimu50217@school.ac.ke
50218,Catherine,Kimani,catherine.kimani50218@students.ac.ke
50219,Edith,Chebet,edith.chebet50219@uni.ac.ke
50220,Julian,Hassan,julian.hassan50220@students.ac.ke
50221,Naomi,Achieng,naomi.achieng50221@college.ac.ke
50222,Lydia,Odhiambo,lydia.odhiambo50222@academy.ac.ke
50223,Bernard,Gichuki,bernard.gichuki50223@school.ac.ke
50224,Lydia,Mutai,lydia.mutai50224@school.ac.ke
50225,Philip,Nzomo,philip.nzomo50225@uni.ac.ke
50226,Edith,Owino,edith.owino50226@academy.ac.ke
50227,Grace,Musa,grace.musa50227@school.ac.ke
50228,Eleanor,Lagat,eleanor.lagat50228@college.ac.ke
50229,Lewis,Okello,lewis.okello50229@college.ac.ke
50230,Kenneth,Muturi,kenneth.muturi50230@school.ac.ke
50231,Alice,Waweru,alice.waweru50231@school.ac.ke
50232,Francis,Juma,francis.juma50232@school.ac.ke
50233,Janet,Musyoka,janet.musyoka50233@college.ac.ke
50234,Oscar,Kinyua,oscar.kinyua50234@uni.ac.ke
50235,Thomas,Onyango,thomas.onyango50235@college.ac.ke
50236,Harriet,Otieno,harriet.otieno50236@college.ac.ke
50237,Dorothy,Kimani,dorothy.kimani50237@students.ac.ke
50238,William,Yusuf,william.yusuf50238@academy.ac.ke
50239,Joseph,Gitonga,joseph.gitonga50239@school.ac.ke
50240,Eleanor,Onyango,eleanor.onyango50240@uni.ac.ke
50241,Lydia,Mwenda,lydia.mwenda50241@college.ac.ke
50242,Julian,Kimani,julian.kimani50242@uni.ac.ke
50243,Edith,Nzomo,edith.nzomo50243@students.ac.ke
50244,Gloria,Yusuf,gloria.yusuf50244@students.ac.ke
50245,Douglas,Gitau,douglas.gitau50245@school.ac.ke
50246,Julian,Muturi,julian.muturi50246@college.ac.ke
50247,Kenneth,Khalid,kenneth.khalid50247@college.ac.ke
50248,William,Gathoni,william.gathoni50248@uni.ac.ke
50249,Gladys,Njoki,gladys.njoki50249@academy.ac.ke
50250,George,Waweru,george.waweru50250@school.ac.ke
50251,Brian,Nduku,brian.nduku50251@academy.ac.ke
50252,Betty,Ndegwa,betty.ndegwa50252@academy.ac.ke
50253,Julian,Koech,julian.koech50253@school.ac.ke
50254,Naomi,Njuguna,naomi.njuguna50254@students.ac.ke
50255,Joseph,Abdi,joseph.abdi50255@school.ac.ke
50256,Daniel,Kyalo,daniel.kyalo50256@school.ac.ke
50257,Ruth,Abdi,ruth.abdi50257@school.ac.ke
50258,Harold,Gathoni,harold.gathoni50258@school.ac.ke
50259,Diana,Rotich,diana.rotich50259@academy.ac.ke
50260,Beatrice,Achieng,beatrice.achieng50260@college.ac.ke
50261,Douglas,Juma,douglas.juma50261@school.ac.ke
50262,Hope,Wanjiku,hope.wanjiku50262@school.ac.ke
50263,Henry,Kinyua,henry.kinyua50263@students.ac.ke
50264,Joseph,Mwangi,joseph.mwangi50264@school.ac.ke
50265,Lewis,Achieng,lewis.achieng50265@uni.ac.ke
50266,Beatrice,Ochieng,beatrice.ochieng50266@college.ac.ke
50267,Dorothy,Adhiambo,dorothy.adhiambo50267@school.ac.ke
50268,Kevin,Mwangi,kevin.mwangi50268@uni.ac.ke
50269,Philip,Omar,philip.omar50269@uni.ac.ke
50270,Edith,Wairimu,edith.wairimu50270@uni.ac.ke
50271,Thomas,Awuor,thomas.awuor50271@uni.ac.ke
50272,John,Omondi,john.omondi50272@college.ac.ke
50273,Edwin,Njoki,edwin.njoki50273@uni.ac.ke
50274,Faith,Lagat,faith.lagat50274@students.ac.ke
50275,Frances,Maina,frances.maina50275@school.ac.ke
50276,Douglas,Adhiambo,douglas.adhiambo50276@college.ac.ke
50277,Lewis,Ngetich,lewis.ngetich50277@students.ac.ke
50278,Joyce,Kyalo,joyce.kyalo50278@school.ac.ke
50279,William,Nzomo,william.nzomo50279@academy.ac.ke
50280,Douglas,Njuguna,douglas.njuguna50280@school.ac.ke
50281,Moses,Maina,moses.maina50281@academy.ac.ke
50282,Thomas,Kinyua,thomas.kinyua50282@school.ac.ke
50283,Jacob,Awuor,jacob.awuor50283@uni.ac.ke
50284,Isaac,Mwenda,isaac.mwenda50284@academy.ac.ke
50285,Irene,Koech,irene.koech50285@school.ac.ke
50286,Eleanor,Ogolla,eleanor.ogolla50286@academy.ac.ke
50287,Edwin,Nzomo,edwin.nzomo50287@students.ac.ke
50288,George,Njoki,george.njoki50288@college.ac.ke
50289,Harriet,Gathoni,harriet.gathoni50289@college.ac.ke
50290,Carol,Okello,carol.okello50290@college.ac.ke
50291,Janet,Waweru,janet.waweru50291@academy.ac.ke
50292,Florence,Ndegwa,florence.ndegwa50292@school.ac.ke
50293,William,Yusuf,william.yusuf50293@academy.ac.ke
50294,Ivan,Chebet,ivan.chebet50294@students.ac.ke
50295,Douglas,Chebet,douglas.chebet50295@students.ac.ke
50296,Hope,Abdi,hope.abdi50296@students.ac.ke
50297,Paul,Kariuki,paul.kariuki50297@students.ac.ke
50298,Harold,Mutisya,harold.mutisya50298@students.ac.ke
50299,Raymond,Gitonga,raymond.gitonga50299@school.ac.ke
50300,Mary,Wairimu,mary.wairimu50300@school.ac.ke
50301,Peter,Adhiambo,peter.adhiambo50301@academy.ac.ke
50302,Irene,Otieno,irene.otieno50302@college.ac.ke
50303,Janet,Mutua,janet.mutua50303@college.ac.ke
50304,Faith,Rotich,faith.rotich50304@academy.ac.ke
50305,George,Abdi,george.abdi50305@college.ac.ke
50306,Edwin,Ruto,edwin.ruto50306@academy.ac.ke
50307,Helen,Wanjiku,helen.wanjiku50307@academy.ac.ke
50308,Francis,Ibrahim,francis.ibrahim50308@uni.ac.ke
50309,Harriet,Gitonga,harriet.gitonga50309@uni.ac.ke
50310,Frances,Kiprotich,frances.kiprotich50310@uni.ac.ke
50311,Faith,Kiprotich,faith.kiprotich50311@college.ac.ke
50312,David,Maina,david.maina50312@students.ac.ke
50313,Paul,Chebet,paul.chebet50313@school.ac.ke
50314,Agnes,Kiprotich,agnes.kiprotich50314@college.ac.ke
50315,Alice,Ndegwa,alice.ndegwa50315@academy.ac.ke
50316,Agnes,Ibrahim,agnes.ibrahim50316@uni.ac.ke
50317,Brian,Mutisya,brian.mutisya50317@students.ac.ke
50318,Brian,Mumo,brian.mumo50318@uni.ac.ke
50319,Joyce,Muturi,joyce.muturi50319@college.ac.ke
50320,Eric,Kiprotich,eric.kiprotich50320@students.ac.ke
50321,Samuel,Njoroge,samuel.njoroge50321@uni.ac.ke
50322,Grace,Gitonga,grace.gitonga50322@college.ac.ke
50323,Betty,Ibrahim,betty.ibrahim50323@uni.ac.ke
50324,Robert,Kimani,robert.kimani50324@students.ac.ke
50325,David,Ochieng,david.ochieng50325@school.ac.ke
50326,Florence,Mwangi,florence.mwangi50326@uni.ac.ke
50327,Betty,Chebet,betty.chebet50327@students.ac.ke
50328,Edith,Omar,edith.omar50328@college.ac.ke
50329,Lewis,Omondi,lewis.omondi50329@school.ac.ke
50330,Noah,Nzomo,noah.nzomo50330@college.ac.ke
50331,Janet,Rotich,janet.rotich50331@academy.ac.ke
50332,Kenneth,Omar,kenneth.omar50332@students.ac.ke
50333,Hope,Bett,hope.bett50333@students.ac.ke
50334,Dennis,Maina,dennis.maina50334@students.ac.ke
50335,Catherine,Juma,catherine.juma50335@academy.ac.ke
50336,Esther,Muturi,esther.muturi50336@college.ac.ke
50337,Esther,Maina,esther.maina50337@college.ac.ke
50338,Harold,Kiptoo,harold.kiptoo50338@college.ac.ke
50339,James,Kiptoo,james.kiptoo50339@college.ac.ke
50340,Jacob,Omar,jacob.omar50340@school.ac.ke
50341,Harriet,Mumo,harriet.mumo50341@students.ac.ke
50342,Janet,Omar,janet.omar50342@academy.ac.ke
50343,Jacob,Odhiambo,jacob.odhiambo50343@uni.ac.ke
50344,Beatrice,Muturi,beatrice.muturi50344@uni.ac.ke
50345,Moses,Chebet,moses.chebet50345@college.ac.ke
50346,Harriet,Mutua,harriet.mutua50346@school.ac.ke
50347,William,Farah,william.farah50347@college.ac.ke
50348,Jacob,Waweru,jacob.waweru50348@school.ac.ke
50349,Daniel,Adhiambo,daniel.adhiambo50349@academy.ac.ke
50350,Esther,Onyango,esther.onyango50350@students.ac.ke
50351,Grace,Achieng,grace.achieng50351@students.ac.ke
50352,Eric,Ochieng,eric.ochieng50352@students.ac.ke
50353,Edith,Mbatha,edith.mbatha50353@academy.ac.ke
50354,Carol,Kinyua,carol.kinyua50354@uni.ac.ke
50355,Michael,Onyango,michael.onyango50355@students.ac.ke
50356,Florence,Musyoka,florence.musyoka50356@students.ac.ke
50357,Grace,Omar,grace.omar50357@college.ac.ke
50358,Naomi,Ibrahim,naomi.ibrahim50358@academy.ac.ke
50359,Peter,Ruto,peter.ruto50359@students.ac.ke
50360,Diana,Khalid,diana.khalid50360@college.ac.ke
50361,Francis,Hassan,francis.hassan50361@uni.ac.ke
50362,Isaac,Owino,isaac.owino50362@college.ac.ke
50363,Samuel,Musa,samuel.musa50363@academy.ac.ke
50364,Edwin,Nduku,edwin.nduku50364@college.ac.ke
50365,Esther,Mwenda,esther.mwenda50365@uni.ac.ke
50366,Mary,Maina,mary.maina50366@academy.ac.ke
50367,Irene,Ogolla,irene.ogolla50367@academy.ac.ke
50368,Hope,Odhiambo,hope.odhiambo50368@college.ac.ke
50369,Naomi,Njoki,naomi.njoki50369@students.ac.ke
50370,Michael,Ndegwa,michael.ndegwa50370@students.ac.ke
50371,Isaac,Khalid,isaac.khalid50371@academy.ac.ke
50372,Oscar,Kimani,oscar.kimani50372@school.ac.ke
50373,Quentin,Wanjiku,quentin.wanjiku50373@uni.ac.ke
50374,George,Juma,george.juma50374@students.ac.ke
50375,George,Yusuf,george.yusuf50375@uni.ac.ke
50376,George,Bett,george.bett50376@school.ac.ke
50377,Kevin,Hassan,kevin.hassan50377@students.ac.ke
50378,Robert,Awuor,robert.awuor50378@school.ac.ke
50379,Samuel,Lagat,samuel.lagat50379@students.ac.ke
50380,Henry,Wanjiku,henry.wanjiku50380@uni.ac.ke
50381,Betty,Wairimu,betty.wairimu50381@uni.ac.ke
50382,Michael,Hassan,michael.hassan50382@college.ac.ke
50383,William,Farah,william.farah50383@students.ac.ke
50384,Lydia,Otieno,lydia.otieno50384@college.ac.ke
50385,Joy,Kinyua,joy.kinyua50385@academy.ac.ke
50386,Quentin,Gichuki,quentin.gichuki50386@students.ac.ke
50387,Joyce,Maina,joyce.maina50387@students.ac.ke
50388,Henry,Njuguna,henry.njuguna50388@school.ac.ke
50389,Florence,Rotich,florence.rotich50389@students.ac.ke
50390,Catherine,Kiprotich,catherine.kiprotich50390@college.ac.ke
50391,Samuel,Koech,samuel.koech50391@academy.ac.ke
50392,Gloria,Adhiambo,gloria.adhiambo50392@uni.ac.ke
50393,Edwin,Kinyua,edwin.kinyua50393@academy.ac.ke
50394,Julian,Kinyua,julian.kinyua50394@school.ac.ke
50395,Florence,Gichuki,florence.gichuki50395@students.ac.ke
50396,Lydia,Bett,lydia.bett50396@students.ac.ke
50397,Joy,Ahmed,joy.ahmed50397@academy.ac.ke
50398,Harriet,Ibrahim,harriet.ibrahim50398@academy.ac.ke
50399,Joy,Akumu,joy.akumu50399@uni.ac.ke
50400,Catherine,Yusuf,catherine.yusuf50400@students.ac.ke
50401,Kevin,Omar,kevin.omar50401@academy.ac.ke
50402,Irene,Ochieng,irene.ochieng50402@college.ac.ke
50403,Thomas,Mutisya,thomas.mutisya50403@college.ac.ke
50404,Naomi,Onyango,naomi.onyango50404@uni.ac.ke
50405,Irene,Nzomo,irene.nzomo50405@uni.ac.ke
50406,Charles,Nzomo,charles.nzomo50406@students.ac.ke
50407,Gordon,Ruto,gordon.ruto50407@students.ac.ke
50408,Henry,Ndegwa,henry.ndegwa50408@academy.ac.ke
50409,William,Wairimu,william.wairimu50409@uni.ac.ke
50410,William,Onyango,william.onyango50410@uni.ac.ke
50411,Gloria,Kamau,gloria.kamau50411@academy.ac.ke
50412,Harriet,Maina,harriet.maina50412@academy.ac.ke
50413,Ruth,Omar,ruth.omar50413@school.ac.ke
50414,Peter,Hassan,peter.hassan50414@uni.ac.ke
50415,David,Kariuki,david.kariuki50415@uni.ac.ke
50416,Victor,Okello,victor.okello50416@uni.ac.ke
50417,Naomi,Musa,naomi.musa50417@uni.ac.ke
50418,Grace,Kariuki,grace.kariuki50418@students.ac.ke
50419,Daniel,Adhiambo,daniel.adhiambo50419@academy.ac.ke
50420,Gloria,Muturi,gloria.muturi50420@college.ac.ke
50421,Florence,Omar,florence.omar50421@college.ac.ke
50422,Joyce,Owino,joyce.owino50422@college.ac.ke
50423,Betty,Kamau,betty.kamau50423@students.ac.ke
50424,John,Awuor,john.awuor50424@students.ac.ke
50425,Gordon,Onyango,gordon.onyango50425@college.ac.ke
50426,Ruth,Ngetich,ruth.ngetich50426@school.ac.ke
50427,Agnes,Khalid,agnes.khalid50427@uni.ac.ke
50428,Joy,Wanjiku,joy.wanjiku50428@students.ac.ke
50429,Philip,Mumo,philip.mumo50429@academy.ac.ke
50430,Harold,Muturi,harold.muturi50430@students.ac.ke
50431,Peter,Kariuki,peter.kariuki50431@uni.ac.ke
50432,Victor,Kiptoo,victor.kiptoo50432@school.ac.ke
50433,Lewis,Kasyoka,lewis.kasyoka50433@students.ac.ke
50434,Thomas,Njoki,thomas.njoki50434@uni.ac.ke
50435,Charles,Mutai,charles.mutai50435@college.ac.ke
50436,Florence,Njuguna,florence.njuguna50436@students.ac.ke
50437,Mary,Farah,mary.farah50437@college.ac.ke
50438,Agnes,Kasyoka,agnes.kasyoka50438@uni.ac.ke
50439,Joyce,Gichuki,joyce.gichuki50439@uni.ac.ke
50440,Bernard,Rotich,bernard.rotich50440@college.ac.ke
50441,Naomi,Mutua,naomi.mutua50441@students.ac.ke
50442,George,Kasyoka,george.kasyoka50442@college.ac.ke
50443,Joyce,Achieng,joyce.achieng50443@school.ac.ke
50444,Catherine,Lagat,catherine.lagat50444@school.ac.ke
50445,Victor,Waweru,victor.waweru50445@school.ac.ke
50446,Joy,Kamau,joy.kamau50446@uni.ac.ke
50447,Henry,Gichuki,henry.gichuki50447@uni.ac.ke
50448,Oscar,Ibrahim,oscar.ibrahim50448@students.ac.ke
50449,Florence,Mutua,florence.mutua50449@students.ac.ke
