admission_number,first_name,last_name,email
120104,Nancy,Russell,nancy.russell120104@uni.ac.ke
120105,Benjamin,Coleman,benjamin.coleman120105@uni.ac.ke
120106,Joshua,Black,joshua.black120106@school.ac.ke
120107,Joyce,Williamson,joyce.williamson120107@uni.ac.ke
120108,Andrew,Wheeler,andrew.wheeler120108@academy.ac.ke
120109,Betty,Awino,betty.awino120109@school.ac.ke
120110,Kenneth,Ward,kenneth.ward120110@college.ac.ke
120111,Raymond,Kamau,raymond.kamau120111@college.ac.ke
120112,Stephen,Peters,stephen.peters120112@students.ac.ke
120113,Daniel,Watson,daniel.watson120113@uni.ac.ke
120114,Julie,Njeri,julie.njeri120114@students.ac.ke
120115,Ruth,Bailey,ruth.bailey120115@academy.ac.ke
120116,Amy,Cole,amy.cole120116@college.ac.ke
120117,Stephen,Lopez,stephen.lopez120117@school.ac.ke
120118,Catherine,Chavez,catherine.chavez120118@students.ac.ke
120119,Amy,Hawkins,amy.hawkins120119@uni.ac.ke
120120,Gloria,Gonzalez,gloria.gonzalez120120@uni.ac.ke
120121,Emily,Howard,emily.howard120121@school.ac.ke
120122,James,Peterson,james.peterson120122@college.ac.ke
120123,Steven,Otieno,steven.otieno120123@school.ac.ke
120124,Timothy,Ogolla,timothy.ogolla120124@college.ac.ke
120125,Thomas,Rogers,thomas.rogers120125@academy.ac.ke
120126,Heather,Peters,heather.peters120126@uni.ac.ke
120127,Victor,Ford,victor.ford120127@academy.ac.ke
120128,Heather,Lewis,heather.lewis120128@college.ac.ke
120129,Olivia,Robinson,olivia.robinson120129@college.ac.ke
120130,Sharon,Hunt,sharon.hunt120130@uni.ac.ke
120131,Sandra,Burns,sandra.burns120131@academy.ac.ke
120132,Catherine,Chepkorir,catherine.chepkorir120132@college.ac.ke
120133,Michael,Cook,michael.cook120133@college.ac.ke
120134,Robert,Day,robert.day120134@academy.ac.ke
120135,Samuel,Marshall,samuel.marshall120135@college.ac.ke
120136,Benjamin,Simmons,benjamin.simmons120136@academy.ac.ke
120137,Scott,Peters,scott.peters120137@academy.ac.ke
120138,Stephen,Ortiz,stephen.ortiz120138@school.ac.ke
120139,Rachel,Ramirez,rachel.ramirez120139@academy.ac.ke
120140,William,Simmons,william.simmons120140@uni.ac.ke
120141,Anthony,Martin,anthony.martin120141@uni.ac.ke
120142,Patrick,Bryant,patrick.bryant120142@uni.ac.ke
120143,Thomas,Ochieng,thomas.ochieng120143@uni.ac.ke
120144,Carol,Medina,carol.medina120144@college.ac.ke
120145,Margaret,Nunes,margaret.nunes120145@students.ac.ke
120146,Patricia,Baker,patricia.baker120146@college.ac.ke
120147,Maria,Sanders,maria.sanders120147@uni.ac.ke
120148,Catherine,Parker,catherine.parker120148@school.ac.ke
120149,Sandra,Fuller,sandra.fuller120149@school.ac.ke
120150,Ivan,Parker,ivan.parker120150@uni.ac.ke
120151,Joan,Rivera,joan.rivera120151@college.ac.ke
120152,Nicole,Kiprop,nicole.kiprop120152@college.ac.ke
120153,George,Gray,george.gray120153@uni.ac.ke
120154,Steven,Robinson,steven.robinson120154@students.ac.ke
120155,Simon,Woods,simon.woods120155@school.ac.ke
120156,Joseph,Richardson,joseph.richardson120156@college.ac.ke
120157,Donald,Reed,donald.reed120157@uni.ac.ke
120158,Jonathan,Jones,jonathan.jones120158@uni.ac.ke
120159,Victoria,Ng'eno,victoria.ng'eno120159@college.ac.ke
120160,Jason,Bell,jason.bell120160@students.ac.ke
120161,Steven,Fuller,steven.fuller120161@school.ac.ke
120162,Pamela,Cooper,pamela.cooper120162@school.ac.ke
120163,Megan,Burke,megan.burke120163@academy.ac.ke
120164,Alice,Stone,alice.stone120164@academy.ac.ke
120165,Ivan,Gibson,ivan.gibson120165@students.ac.ke
120166,Aaron,Carpenter,aaron.carpenter120166@college.ac.ke
120167,Patrick,Allen,patrick.allen120167@academy.ac.ke
120168,Frances,Cherop,frances.cherop120168@students.ac.ke
120169,Carolyn,Long,carolyn.long120169@academy.ac.ke
120170,Larry,Medina,larry.medina120170@academy.ac.ke
120171,Samuel,Schmidt,samuel.schmidt120171@school.ac.ke
120172,Edward,Pierce,edward.pierce120172@school.ac.ke
120173,Jennifer,Owens,jennifer.owens120173@uni.ac.ke
120174,Margaret,Barnes,margaret.barnes120174@college.ac.ke
120175,Rebecca,Njeri,rebecca.njeri120175@uni.ac.ke
120176,Jack,Hall,jack.hall120176@college.ac.ke
120177,Eric,Clark,eric.clark120177@academy.ac.ke
120178,Paul,Coleman,paul.coleman120178@uni.ac.ke
120179,Michael,Pierce,michael.pierce120179@school.ac.ke
120180,Larry,Amondi,larry.amondi120180@school.ac.ke
120181,Christopher,Bell,christopher.bell120181@college.ac.ke
120182,Kenneth,Murray,kenneth.murray120182@school.ac.ke
120183,Nancy,Morgan,nancy.morgan120183@uni.ac.ke
120184,Joan,Richardson,joan.richardson120184@uni.ac.ke
120185,Stephanie,Sullivan,stephanie.sullivan120185@uni.ac.ke
120186,Benjamin,Bennett,benjamin.bennett120186@college.ac.ke
120187,Steven,Hawkins,steven.hawkins120187@school.ac.ke
120188,Mark,Morris,mark.morris120188@school.ac.ke
120189,Kathleen,Chege,kathleen.chege120189@college.ac.ke
120190,Joshua,Schmidt,joshua.schmidt120190@college.ac.ke
120191,Melissa,Cole,melissa.cole120191@school.ac.ke
120192,Brian,Graham,brian.graham120192@college.ac.ke
120193,Virginia,Patterson,virginia.patterson120193@college.ac.ke
120194,Edward,Kiprop,edward.kiprop120194@uni.ac.ke
120195,Samuel,Nelson,samuel.nelson120195@college.ac.ke
120196,Jerry,Peters,jerry.peters120196@students.ac.ke
120197,David,Green,david.green120197@school.ac.ke
120198,Carolyn,Brooks,carolyn.brooks120198@college.ac.ke
120199,Anna,Lopez,anna.lopez120199@school.ac.ke
120200,Anthony,Murphy,anthony.murphy120200@uni.ac.ke
120201,Aaron,Daniels,aaron.daniels120201@school.ac.ke
120202,Ruth,Ross,ruth.ross120202@academy.ac.ke
120203,Emily,Hicks,emily.hicks120203@students.ac.ke
120204,Ivan,Allen,ivan.allen120204@students.ac.ke
120205,Sarah,Peterson,sarah.peterson120205@students.ac.ke
120206,Margaret,Henderson,margaret.henderson120206@college.ac.ke
120207,Andrew,Hunt,andrew.hunt120207@uni.ac.ke
120208,Brian,Cook,brian.cook120208@uni.ac.ke
120209,Gary,Adams,gary.adams120209@uni.ac.ke
120210,Tyler,Cole,tyler.cole120210@college.ac.ke
120211,Christopher,Fields,christopher.fields120211@college.ac.ke
120212,Peter,Richardson,peter.richardson120212@uni.ac.ke
120213,Jessica,Martinez,jessica.martinez120213@school.ac.ke
120214,Nancy,Murray,nancy.murray120214@students.ac.ke
120215,Brian,Adhiambo,brian.adhiambo120215@college.ac.ke
120216,Janet,Weaver,janet.weaver120216@uni.ac.ke
120217,Matthew,Meyer,matthew.meyer120217@students.ac.ke
120218,Harriet,Chavez,harriet.chavez120218@college.ac.ke
120219,Diane,Bell,diane.bell120219@uni.ac.ke
120220,Elizabeth,Hawkins,elizabeth.hawkins120220@academy.ac.ke
120221,Helen,Webb,helen.webb120221@school.ac.ke
120222,Stephen,Chege,stephen.chege120222@college.ac.ke
120223,Carol,Chapman,carol.chapman120223@uni.ac.ke
120224,Joseph,Perry,joseph.perry120224@academy.ac.ke
120225,Gary,Carr,gary.carr120225@school.ac.ke
120226,Amanda,Anderson,amanda.anderson120226@uni.ac.ke
120227,Rose,Evans,rose.evans120227@school.ac.ke
120228,Robert,Tucker,robert.tucker120228@college.ac.ke
120229,Jason,Thompson,jason.thompson120229@school.ac.ke
120230,Laura,Dixon,laura.dixon120230@college.ac.ke
120231,Catherine,Clark,catherine.clark120231@college.ac.ke
120232,Ruth,Morris,ruth.morris120232@students.ac.ke
120233,Ronald,Cooper,ronald.cooper120233@uni.ac.ke
120234,Edward,Fuller,edward.fuller120234@uni.ac.ke
120235,Daniel,Adhiambo,daniel.adhiambo120235@school.ac.ke
120236,Steven,Kim,steven.kim120236@school.ac.ke
120237,Joyce,Crawford,joyce.crawford120237@uni.ac.ke
120238,Andrew,Kariuki,andrew.kariuki120238@academy.ac.ke
120239,Ronald,Fields,ronald.fields120239@uni.ac.ke
120240,Jessica,Bishop,jessica.bishop120240@school.ac.ke
120241,Alexander,Awino,alexander.awino120241@college.ac.ke
120242,Paul,Spencer,paul.spencer120242@students.ac.ke
120243,Simon,Kim,simon.kim120243@academy.ac.ke
120244,Katherine,Richardson,katherine.richardson120244@school.ac.ke
120245,Andrew,Hawkins,andrew.hawkins120245@college.ac.ke
120246,Michael,Dean,michael.dean120246@students.ac.ke
120247,Stephanie,Stone,stephanie.stone120247@academy.ac.ke
120248,Edith,Kipyego,edith.kipyego120248@students.ac.ke
120249,Janet,Ward,janet.ward120249@academy.ac.ke
120250,Betty,Owen,betty.owen120250@students.ac.ke
120251,Victoria,Thompson,victoria.thompson120251@uni.ac.ke
120252,Andrew,Johnson,andrew.johnson120252@academy.ac.ke
120253,Nicole,Barnes,nicole.barnes120253@uni.ac.ke
120254,Megan,Turner,megan.turner120254@uni.ac.ke
120255,Catherine,Barnes,catherine.barnes120255@students.ac.ke
120256,Brenda,Schmidt,brenda.schmidt120256@college.ac.ke
120257,Andrew,Bishop,andrew.bishop120257@college.ac.ke
120258,Katherine,Mason,katherine.mason120258@college.ac.ke
120259,Scott,McDonald,scott.mcdonald120259@college.ac.ke
120260,Michael,Cox,michael.cox120260@college.ac.ke
120261,Florence,Jones,florence.jones120261@uni.ac.ke
120262,Melissa,Hawkins,melissa.hawkins120262@college.ac.ke
120263,Sharon,Daniels,sharon.daniels120263@uni.ac.ke
120264,David,Morgan,david.morgan120264@school.ac.ke
120265,Joan,Rogers,joan.rogers120265@school.ac.ke
120266,Peter,Marshall,peter.marshall120266@college.ac.ke
120267,Robert,Adams,robert.adams120267@students.ac.ke
120268,Jack,Butler,jack.butler120268@school.ac.ke
120269,Angela,Tucker,angela.tucker120269@academy.ac.ke
120270,Lisa,Wilson,lisa.wilson120270@academy.ac.ke
120271,Brandon,Barker,brandon.barker120271@school.ac.ke
120272,Anthony,Stone,anthony.stone120272@students.ac.ke
120273,Mark,Ross,mark.ross120273@uni.ac.ke
120274,Alice,Jordan,alice.jordan120274@college.ac.ke
120275,Janet,Torres,janet.torres120275@college.ac.ke
120276,Catherine,Walker,catherine.walker120276@academy.ac.ke
120277,Brenda,Kim,brenda.kim120277@students.ac.ke
120278,Nancy,Mason,nancy.mason120278@uni.ac.ke
120279,Gary,Wheeler,gary.wheeler120279@academy.ac.ke
120280,Kimberly,Sanders,kimberly.sanders120280@college.ac.ke
120281,Michael,Hoffman,michael.hoffman120281@college.ac.ke
120282,Dennis,Cherop,dennis.cherop120282@academy.ac.ke
120283,Jack,Ng'eno,jack.ng'eno120283@college.ac.ke
120284,Thomas,Howard,thomas.howard120284@college.ac.ke
120285,Francis,Long,francis.long120285@students.ac.ke
120286,Helen,Mwangi,helen.mwangi120286@college.ac.ke
120287,Nicole,Mitchell,nicole.mitchell120287@students.ac.ke
120288,Angela,Jenkins,angela.jenkins120288@college.ac.ke
120289,Emily,Gray,emily.gray120289@students.ac.ke
120290,Eric,Freeman,eric.freeman120290@academy.ac.ke
120291,Brenda,Jordan,brenda.jordan120291@school.ac.ke
120292,Michael,Tucker,michael.tucker120292@school.ac.ke
120293,Harriet,Gomez,harriet.gomez120293@school.ac.ke
120294,Joyce,Powell,joyce.powell120294@academy.ac.ke
120295,Brian,Ross,brian.ross120295@uni.ac.ke
120296,Thomas,Cherop,thomas.cherop120296@students.ac.ke
120297,Jose,Cooper,jose.cooper120297@students.ac.ke
120298,Larry,Cheptoo,larry.cheptoo120298@uni.ac.ke
120299,Joshua,Chebet,joshua.chebet120299@college.ac.ke
120300,Alexander,Wagner,alexander.wagner120300@school.ac.ke
120301,Thomas,Carpenter,thomas.carpenter120301@uni.ac.ke
120302,Sharon,Reynolds,sharon.reynolds120302@college.ac.ke
120303,Stephen,Chavez,stephen.chavez120303@college.ac.ke
120304,Daniel,Sanchez,daniel.sanchez120304@uni.ac.ke
120305,Sandra,Sanders,sandra.sanders120305@students.ac.ke
120306,Ryan,King,ryan.king120306@students.ac.ke
120307,Sandra,Cox,sandra.cox120307@uni.ac.ke
120308,Ronald,Robinson,ronald.robinson120308@uni.ac.ke
120309,William,Wheeler,william.wheeler120309@uni.ac.ke
120310,Rose,Fields,rose.fields120310@students.ac.ke
120311,Kathleen,Daniels,kathleen.daniels120311@uni.ac.ke
120312,Brian,Graham,brian.graham120312@school.ac.ke
120313,Jonathan,Olson,jonathan.olson120313@school.ac.ke
120314,Anna,Fields,anna.fields120314@academy.ac.ke
120315,Maria,Reynolds,maria.reynolds120315@uni.ac.ke
120316,Edwin,Fields,edwin.fields120316@students.ac.ke
120317,Amanda,Spencer,amanda.spencer120317@students.ac.ke
120318,George,Ramsey,george.ramsey120318@college.ac.ke
120319,Janet,Alexander,janet.alexander120319@academy.ac.ke
120320,Sharon,Schmidt,sharon.schmidt120320@school.ac.ke
120321,Raymond,Lewis,raymond.lewis120321@uni.ac.ke
120322,Angela,Chege,angela.chege120322@college.ac.ke
120323,Victor,Foster,victor.foster120323@students.ac.ke
120324,Dorothy,Weaver,dorothy.weaver120324@academy.ac.ke
120325,Michael,James,michael.james120325@school.ac.ke
120326,Virginia,Martinez,virginia.martinez120326@students.ac.ke
120327,Edward,Cruz,edward.cruz120327@academy.ac.ke
120328,Anthony,Kibet,anthony.kibet120328@uni.ac.ke
120329,Peter,Simmons,peter.simmons120329@uni.ac.ke
120330,Joyce,Jenkins,joyce.jenkins120330@college.ac.ke
120331,Andrew,Simmons,andrew.simmons120331@students.ac.ke
120332,Jose,Chemutai,jose.chemutai120332@college.ac.ke
120333,Carol,Reynolds,carol.reynolds120333@uni.ac.ke
120334,Ryan,Hayes,ryan.hayes120334@academy.ac.ke
120335,William,Kiptoo,william.kiptoo120335@students.ac.ke
120336,Diane,Kiprop,diane.kiprop120336@academy.ac.ke
120337,Melissa,Lee,melissa.lee120337@school.ac.ke
120338,Catherine,Chapman,catherine.chapman120338@students.ac.ke
120339,Florence,Kennedy,florence.kennedy120339@college.ac.ke
120340,Florence,Peterson,florence.peterson120340@students.ac.ke
120341,Tyler,Holland,tyler.holland120341@college.ac.ke
120342,Ronald,Williamson,ronald.williamson120342@uni.ac.ke
120343,Nathan,Chavez,nathan.chavez120343@students.ac.ke
120344,Jerry,Chavez,jerry.chavez120344@students.ac.ke
120345,David,Akwero,david.akwero120345@school.ac.ke
120346,Melissa,Kimani,melissa.kimani120346@school.ac.ke
120347,Jason,Clark,jason.clark120347@school.ac.ke
120348,Matthew,Almeida,matthew.almeida120348@students.ac.ke
120349,Patrick,Bailey,patrick.bailey120349@college.ac.ke
120350,Melissa,Gray,melissa.gray120350@academy.ac.ke
120351,John,Bishop,john.bishop120351@academy.ac.ke
120352,Carol,Morris,carol.morris120352@uni.ac.ke
120353,Helen,Kiprop,helen.kiprop120353@uni.ac.ke
120354,Irene,Alexander,irene.alexander120354@academy.ac.ke
120355,Nancy,Peters,nancy.peters120355@school.ac.ke
120356,Angela,Kiptoo,angela.kiptoo120356@students.ac.ke
120357,Paul,Graham,paul.graham120357@uni.ac.ke
120358,Richard,Simmons,richard.simmons120358@students.ac.ke
120359,Benjamin,Adams,benjamin.adams120359@school.ac.ke
120360,Heather,Hughes,heather.hughes120360@uni.ac.ke
120361,Dennis,Powell,dennis.powell120361@students.ac.ke
120362,Amy,Howard,amy.howard120362@students.ac.ke
120363,Nicholas,Phillips,nicholas.phillips120363@academy.ac.ke
120364,Ryan,Cruz,ryan.cruz120364@uni.ac.ke
120365,Kimberly,Lewis,kimberly.lewis120365@academy.ac.ke
120366,Harriet,Omondi,harriet.omondi120366@uni.ac.ke
120367,Samantha,Gray,samantha.gray120367@academy.ac.ke
120368,Michelle,Hughes,michelle.hughes120368@students.ac.ke
120369,Sarah,Henderson,sarah.henderson120369@uni.ac.ke
120370,Michelle,Anindo,michelle.anindo120370@uni.ac.ke
120371,Katherine,Wilson,katherine.wilson120371@uni.ac.ke
120372,Michelle,Anderson,michelle.anderson120372@school.ac.ke
120373,Nathan,Hughes,nathan.hughes120373@school.ac.ke
120374,Helen,Peters,helen.peters120374@college.ac.ke
120375,Martha,Kipkorir,martha.kipkorir120375@students.ac.ke
120376,Simon,Butler,simon.butler120376@college.ac.ke
120377,Diane,Murphy,diane.murphy120377@uni.ac.ke
120378,Gregory,Maiyo,gregory.maiyo120378@academy.ac.ke
120379,Angela,Bowers,angela.bowers120379@college.ac.ke
120380,Amanda,Thompson,amanda.thompson120380@college.ac.ke
120381,Dennis,McDonald,dennis.mcdonald120381@college.ac.ke
120382,Ruth,Bryant,ruth.bryant120382@school.ac.ke
120383,Jennifer,Hicks,jennifer.hicks120383@uni.ac.ke
120384,Deborah,Fuller,deborah.fuller120384@college.ac.ke
120385,Michelle,Gomez,michelle.gomez120385@uni.ac.ke
120386,Tyler,Simmons,tyler.simmons120386@school.ac.ke
120387,Joseph,Carpenter,joseph.carpenter120387@school.ac.ke
120388,Joyce,Costa,joyce.costa120388@college.ac.ke
120389,Susan,Cox,susan.cox120389@college.ac.ke
120390,Raymond,Murray,raymond.murray120390@uni.ac.ke
120391,Tyler,Oliver,tyler.oliver120391@school.ac.ke
120392,Megan,Wells,megan.wells120392@students.ac.ke
120393,Olivia,Ferguson,olivia.ferguson120393@uni.ac.ke
120394,Megan,Ramsey,megan.ramsey120394@school.ac.ke
120395,Patrick,Mills,patrick.mills120395@uni.ac.ke
120396,Irene,Kipyego,irene.kipyego120396@students.ac.ke
120397,Joyce,Howard,joyce.howard120397@academy.ac.ke
120398,Christine,Wood,christine.wood120398@college.ac.ke
120399,Amy,Webb,amy.webb120399@college.ac.ke
120400,Gloria,Mason,gloria.mason120400@students.ac.ke
120401,Nathan,Stone,nathan.stone120401@students.ac.ke
120402,Jason,Daniels,jason.daniels120402@academy.ac.ke
120403,Jonathan,Kennedy,jonathan.kennedy120403@college.ac.ke
120404,Robert,Phillips,robert.phillips120404@college.ac.ke
120405,Nicole,Spencer,nicole.spencer120405@students.ac.ke
120406,Katherine,Brooks,katherine.brooks120406@students.ac.ke
120407,Steven,Gonzales,steven.gonzales120407@students.ac.ke
120408,Jonathan,Chapman,jonathan.chapman120408@uni.ac.ke
120409,Laura,Hunt,laura.hunt120409@academy.ac.ke
120410,Florence,Wells,florence.wells120410@students.ac.ke
120411,Angela,Hughes,angela.hughes120411@uni.ac.ke
120412,Martha,Owuor,martha.owuor120412@uni.ac.ke
120413,Edith,Hawkins,edith.hawkins120413@uni.ac.ke
120414,Edith,Sullivan,edith.sullivan120414@college.ac.ke
120415,Victoria,Lee,victoria.lee120415@college.ac.ke
120416,Richard,Chavez,richard.chavez120416@students.ac.ke
120417,Edwin,Hicks,edwin.hicks120417@college.ac.ke
120418,Brenda,Owen,brenda.owen120418@uni.ac.ke
120419,Carol,Sanders,carol.sanders120419@uni.ac.ke
120420,Katherine,Ross,katherine.ross120420@students.ac.ke
120421,Joseph,Kiptoo,joseph.kiptoo120421@college.ac.ke
120422,Diane,Kamau,diane.kamau120422@students.ac.ke
120423,William,Perry,william.perry120423@college.ac.ke
120424,Edith,Howell,edith.howell120424@school.ac.ke
120425,Patricia,Alexander,patricia.alexander120425@uni.ac.ke
120426,Irene,Lewis,irene.lewis120426@uni.ac.ke
120427,Mark,Kiprop,mark.kiprop120427@uni.ac.ke
120428,Peter,Howell,peter.howell120428@uni.ac.ke
120429,Patrick,Carvalho,patrick.carvalho120429@academy.ac.ke
120430,Edwin,Ndegwa,edwin.ndegwa120430@students.ac.ke
120431,Ryan,Fuller,ryan.fuller120431@uni.ac.ke
120432,Mary,Kamau,mary.kamau120432@school.ac.ke
120433,Catherine,Kipngetich,catherine.kipngetich120433@school.ac.ke
120434,Kenneth,Hansen,kenneth.hansen120434@uni.ac.ke
120435,Sharon,Davis,sharon.davis120435@students.ac.ke
120436,Megan,Spencer,megan.spencer120436@students.ac.ke
120437,Kenneth,Jackson,kenneth.jackson120437@academy.ac.ke
120438,Megan,Hicks,megan.hicks120438@students.ac.ke
120439,Florence,Olson,florence.olson120439@uni.ac.ke
120440,Patrick,Stevens,patrick.stevens120440@uni.ac.ke
120441,Nancy,Johnson,nancy.johnson120441@academy.ac.ke
120442,Joseph,Peterson,joseph.peterson120442@school.ac.ke
120443,Christopher,Grant,christopher.grant120443@students.ac.ke
120444,Daniel,Walker,daniel.walker120444@uni.ac.ke
120445,Joyce,Cook,joyce.cook120445@students.ac.ke
120446,Eric,Omondi,eric.omondi120446@college.ac.ke
120447,Mark,Schmidt,mark.schmidt120447@school.ac.ke
120448,James,Chavez,james.chavez120448@academy.ac.ke
120449,Katherine,Cherop,katherine.cherop120449@academy.ac.ke
120450,Laura,Jordan,laura.jordan120450@uni.ac.ke
120451,Donald,Green,donald.green120451@school.ac.ke
120452,Stephen,Pereira,stephen.pereira120452@academy.ac.ke
120453,Nicholas,Bailey,nicholas.bailey120453@school.ac.ke
120454,Steven,Kennedy,steven.kennedy120454@uni.ac.ke
120455,Angela,Brown,angela.brown120455@students.ac.ke
120456,Ruth,Gomez,ruth.gomez120456@students.ac.ke
120457,Sharon,Kennedy,sharon.kennedy120457@students.ac.ke
120458,Anthony,Amondi,anthony.amondi120458@students.ac.ke
120459,Megan,Hall,megan.hall120459@academy.ac.ke
120460,Ronald,Hughes,ronald.hughes120460@college.ac.ke
120461,Harriet,Gonzalez,harriet.gonzalez120461@students.ac.ke
